hs_code,hs_desc,year,country_code,country_name,value_usd,weight_kg,qty,price_usd_kg,value_lag1,growth_yoy
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2023,380,Italie,112475239.162,12755441.25,12755441.25,8.81782424908272,52915671.897,112.55562885213344
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2017,392,Japon,4033242.398,639008.54,639008.54,6.311719085945236,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2018,392,Japon,4829308.881,699601.2,699601.2,6.902945393747181,4033242.398,19.737630532564882
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2019,392,Japon,5943415.872,800157.46,800157.46,7.427807861717619,4829308.881,23.069698345103646
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2020,392,Japon,4921001.404,1119691.65,1119691.65,4.394961241338185,5943415.872,-17.202472282255943
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2021,392,Japon,1769283.493,479781.4,479781.4,3.687686711073001,4921001.404,-64.04627132270578
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2022,392,Japon,1557383.112,340649.5,340649.5,4.571805072369107,1769283.493,-11.97662114852501
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2023,392,Japon,6399207.078,1125566.34,1125566.34,5.685322002433015,1557383.112,310.8948548814109
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2017,410,Corée du Sud,463017.766,83511.4,83511.4,5.544365990750964,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2018,410,Corée du Sud,279373.506,37479.7,37479.7,7.453995256098636,463017.766,-39.66246513314135
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2019,410,Corée du Sud,71155.301,17776.1,17776.1,4.002863451488235,279373.506,-74.5304048265765
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2021,410,Corée du Sud,165233.194,48510.1,48510.1,3.4061606552037618,71155.301,132.21487602167542
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2022,410,Corée du Sud,339.84,77.5,77.5,4.385032258064516,165233.194,-99.79432704060662
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2023,410,Corée du Sud,379615.136,68727.0,68727.0,5.523522574825033,339.84,111604.07721280603
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2017,528,Pays-Bas,27629.934,3274.0,3274.0,8.439197923029933,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2018,528,Pays-Bas,25337.568,2408.5,2408.5,10.520061449034669,27629.934,-8.296675627238203
